sourceName,sourceVersion,device,type,unit,creationDate,startDate,endDate,value
"iPhone (2)","9.1","<<HKDevice: 0x282188320>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-20 23:51:56 -0400,2015-11-20 22:54:07 -0400,2015-11-20 22:54:07 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x2821883c0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-21 09:54:26 -0400,2015-11-21 09:38:34 -0400,2015-11-21 09:38:34 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188460>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-21 20:51:47 -0400,2015-11-21 20:21:25 -0400,2015-11-21 20:21:25 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188500>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-21 21:55:14 -0400,2015-11-21 21:47:13 -0400,2015-11-21 21:47:13 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x2821885a0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-22 00:01:52 -0400,2015-11-21 23:14:25 -0400,2015-11-21 23:14:25 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188640>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-22 10:22:55 -0400,2015-11-22 09:46:51 -0400,2015-11-22 09:46:51 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x2821886e0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-22 18:54:50 -0400,2015-11-22 18:31:00 -0400,2015-11-22 18:31:00 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188780>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-22 19:51:47 -0400,2015-11-22 19:04:37 -0400,2015-11-22 19:04:37 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188820>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-22 19:51:47 -0400,2015-11-22 19:40:55 -0400,2015-11-22 19:40:55 -0400,2
"iPhone (2)","9.1","<<HKDevice: 0x2821888c0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-23 00:54:52 -0400,2015-11-23 00:28:33 -0400,2015-11-23 00:28:33 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188960>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-23 15:59:23 -0400,2015-11-23 15:14:19 -0400,2015-11-23 15:14:19 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188a00>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-23 15:59:23 -0400,2015-11-23 15:14:32 -0400,2015-11-23 15:14:32 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188aa0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-24 04:00:05 -0400,2015-11-24 03:32:59 -0400,2015-11-24 03:32:59 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188b40>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-24 04:00:05 -0400,2015-11-24 03:38:25 -0400,2015-11-24 03:38:25 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188be0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-24 05:01:09 -0400,2015-11-24 04:12:47 -0400,2015-11-24 04:12:47 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188c80>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-24 05:01:09 -0400,2015-11-24 04:13:15 -0400,2015-11-24 04:13:15 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188d20>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-24 23:40:22 -0400,2015-11-24 22:19:41 -0400,2015-11-24 22:19:41 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188dc0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-25 16:54:19 -0400,2015-11-25 16:12:18 -0400,2015-11-25 16:12:18 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188e60>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-25 16:54:19 -0400,2015-11-25 16:27:54 -0400,2015-11-25 16:27:54 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188f00>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-26 13:52:25 -0400,2015-11-26 13:03:13 -0400,2015-11-26 13:03:13 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282188fa0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-26 13:52:25 -0400,2015-11-26 13:04:52 -0400,2015-11-26 13:04:52 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189040>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-26 14:51:47 -0400,2015-11-26 14:19:35 -0400,2015-11-26 14:19:35 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x2821890e0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-26 19:52:09 -0400,2015-11-26 19:32:58 -0400,2015-11-26 19:32:58 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189180>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-27 02:51:47 -0400,2015-11-27 01:57:39 -0400,2015-11-27 01:57:39 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189220>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-27 12:58:10 -0400,2015-11-27 12:34:23 -0400,2015-11-27 12:34:23 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x2821892c0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-27 16:53:22 -0400,2015-11-27 16:20:39 -0400,2015-11-27 16:20:39 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189360>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-28 13:53:38 -0400,2015-11-28 13:23:30 -0400,2015-11-28 13:23:30 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189400>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-28 19:51:47 -0400,2015-11-28 19:31:19 -0400,2015-11-28 19:31:19 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x2821894a0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-29 15:22:20 -0400,2015-11-29 14:48:27 -0400,2015-11-29 14:48:27 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189540>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-29 23:23:51 -0400,2015-11-29 22:29:25 -0400,2015-11-29 22:29:25 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x2821895e0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-30 13:29:06 -0400,2015-11-30 12:39:56 -0400,2015-11-30 12:39:56 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189680>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-30 17:24:10 -0400,2015-11-30 16:27:10 -0400,2015-11-30 16:27:10 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189720>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-30 19:21:47 -0400,2015-11-30 18:42:14 -0400,2015-11-30 18:42:14 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x2821897c0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-11-30 20:22:37 -0400,2015-11-30 19:32:07 -0400,2015-11-30 19:32:07 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189860>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-01 02:39:04 -0400,2015-12-01 02:16:35 -0400,2015-12-01 02:16:35 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189900>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-01 11:23:57 -0400,2015-12-01 11:01:14 -0400,2015-12-01 11:01:14 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x2821899a0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-01 22:28:16 -0400,2015-12-01 21:25:45 -0400,2015-12-01 21:25:45 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189a40>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-01 22:28:16 -0400,2015-12-01 21:50:57 -0400,2015-12-01 21:50:57 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189ae0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-02 11:04:40 -0400,2015-12-02 10:06:24 -0400,2015-12-02 10:06:24 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189b80>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-02 13:00:44 -0400,2015-12-02 12:39:05 -0400,2015-12-02 12:39:05 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189c20>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-02 21:01:47 -0400,2015-12-02 20:19:43 -0400,2015-12-02 20:19:43 -0400,3
"iPhone (2)","9.1","<<HKDevice: 0x282189cc0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-02 22:00:22 -0400,2015-12-02 21:25:02 -0400,2015-12-02 21:25:02 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189d60>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-03 10:14:14 -0400,2015-12-03 09:45:41 -0400,2015-12-03 09:45:41 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189e00>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-03 12:03:08 -0400,2015-12-03 11:28:03 -0400,2015-12-03 11:28:03 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189ea0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-03 22:08:26 -0400,2015-12-03 21:21:11 -0400,2015-12-03 21:21:11 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189f40>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-04 10:02:25 -0400,2015-12-04 09:52:37 -0400,2015-12-04 09:52:37 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x282189fe0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-04 13:00:22 -0400,2015-12-04 12:39:56 -0400,2015-12-04 12:39:56 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a080>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-04 15:00:22 -0400,2015-12-04 14:26:58 -0400,2015-12-04 14:26:58 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a120>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-04 16:00:22 -0400,2015-12-04 15:55:28 -0400,2015-12-04 15:55:28 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a1c0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-04 17:06:55 -0400,2015-12-04 16:22:48 -0400,2015-12-04 16:22:48 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a260>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-04 17:06:55 -0400,2015-12-04 16:42:12 -0400,2015-12-04 16:42:12 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a300>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-05 00:00:22 -0400,2015-12-04 23:30:56 -0400,2015-12-04 23:30:56 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a3a0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-05 01:00:22 -0400,2015-12-04 23:56:29 -0400,2015-12-04 23:56:29 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a440>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-05 01:00:22 -0400,2015-12-05 00:01:44 -0400,2015-12-05 00:01:44 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a4e0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-05 09:09:55 -0400,2015-12-05 08:21:25 -0400,2015-12-05 08:21:25 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a580>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-05 09:09:55 -0400,2015-12-05 09:02:02 -0400,2015-12-05 09:02:02 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a620>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-05 21:03:56 -0400,2015-12-05 20:11:00 -0400,2015-12-05 20:11:00 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a6c0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-05 22:01:36 -0400,2015-12-05 21:13:12 -0400,2015-12-05 21:13:12 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a760>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-05 23:00:30 -0400,2015-12-05 22:46:35 -0400,2015-12-05 22:46:35 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a800>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-06 13:04:22 -0400,2015-12-06 12:00:32 -0400,2015-12-06 12:00:32 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a8a0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-06 13:04:22 -0400,2015-12-06 12:17:50 -0400,2015-12-06 12:17:50 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a940>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-06 18:01:10 -0400,2015-12-06 17:40:51 -0400,2015-12-06 17:40:51 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218a9e0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-06 19:00:30 -0400,2015-12-06 18:39:36 -0400,2015-12-06 18:39:36 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218aa80>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-07 00:00:30 -0400,2015-12-06 23:05:22 -0400,2015-12-06 23:05:22 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218ab20>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-07 01:00:30 -0400,2015-12-07 00:20:46 -0400,2015-12-07 00:20:46 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218abc0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-07 10:00:30 -0400,2015-12-07 09:16:48 -0400,2015-12-07 09:16:48 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218ac60>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-07 12:00:31 -0400,2015-12-07 11:00:29 -0400,2015-12-07 11:00:29 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218ad00>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-07 21:04:41 -0400,2015-12-07 20:30:03 -0400,2015-12-07 20:30:03 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218ada0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-07 21:04:41 -0400,2015-12-07 20:30:49 -0400,2015-12-07 20:30:49 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218ae40>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-08 03:00:36 -0400,2015-12-08 02:35:13 -0400,2015-12-08 02:35:13 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218aee0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-08 13:38:48 -0400,2015-12-08 12:37:03 -0400,2015-12-08 12:37:03 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218af80>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-08 18:30:31 -0400,2015-12-08 16:30:04 -0400,2015-12-08 16:30:04 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b020>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-08 20:30:30 -0400,2015-12-08 20:07:25 -0400,2015-12-08 20:07:25 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b0c0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-09 10:32:55 -0400,2015-12-09 09:54:43 -0400,2015-12-09 09:54:43 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b160>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-09 10:32:55 -0400,2015-12-09 09:58:14 -0400,2015-12-09 09:58:14 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b200>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-09 11:33:33 -0400,2015-12-09 11:02:52 -0400,2015-12-09 11:02:52 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b2a0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-09 13:35:29 -0400,2015-12-09 12:48:51 -0400,2015-12-09 12:48:51 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b340>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-09 21:30:30 -0400,2015-12-09 20:49:12 -0400,2015-12-09 20:49:12 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b3e0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-10 10:30:30 -0400,2015-12-10 09:33:04 -0400,2015-12-10 09:33:04 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b480>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-10 10:30:30 -0400,2015-12-10 10:06:07 -0400,2015-12-10 10:06:07 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b520>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-10 13:41:02 -0400,2015-12-10 12:59:03 -0400,2015-12-10 12:59:03 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b5c0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-11 01:30:30 -0400,2015-12-11 00:28:24 -0400,2015-12-11 00:28:24 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b660>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-11 11:30:51 -0400,2015-12-11 10:54:11 -0400,2015-12-11 10:54:11 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b700>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-11 17:37:03 -0400,2015-12-11 17:12:41 -0400,2015-12-11 17:12:41 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b7a0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-12 03:30:30 -0400,2015-12-12 02:52:37 -0400,2015-12-12 02:52:37 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b840>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-12 11:30:30 -0400,2015-12-12 10:56:06 -0400,2015-12-12 10:56:06 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218b8e0>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-13 12:32:17 -0400,2015-12-13 12:18:15 -0400,2015-12-13 12:18:15 -0400,2
"iPhone (2)","9.1","<<HKDevice: 0x28218b980>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-13 13:31:17 -0400,2015-12-13 13:24:34 -0400,2015-12-13 13:24:34 -0400,1
"iPhone (2)","9.1","<<HKDevice: 0x28218ba20>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,2, software:9.1>","FlightsClimbed","count",2015-12-13 15:31:07 -0400,2015-12-13 15:08:44 -0400,2015-12-13 15:08:44 -0400,1
